park_name,scientific_name,category,common_names,conservation_status,observations
Yellowstone,Cuscuta rostrata,Vascular Plant,Beaked Dodder,Least concern,270
Yellowstone,Cuscuta suksdorfii,Vascular Plant,Mountain Dodder,Least concern,271
Yellowstone,Cyanocitta cristata,Bird,Blue Jay,Least concern,257
Yellowstone,Cyanocitta stelleri,Bird,Steller's Jay,Least concern,230
Yellowstone,Cygnus buccinator,Bird,Trumpeter Swan,Species of Concern,213
Yellowstone,Cygnus columbianus,Bird,Tundra Swan,Least concern,267
Yellowstone,Cygnus cygnus,Bird,Whooper Swan,Least concern,244
Yellowstone,Cymophyllus fraserianus,Vascular Plant,Fraser's Sedge,Least concern,234
Yellowstone,Cymopterus cinerarius,Vascular Plant,Gray Springparsley,Least concern,223
Yellowstone,Cymopterus nivalis,Vascular Plant,Snowline Springparsley,Least concern,241
Yellowstone,Cynanchum laeve,Vascular Plant,Cynanchum,Least concern,236
Yellowstone,Cynodon dactylon,Vascular Plant,Bermuda Grass,Least concern,514
Yellowstone,Cynoglossum grande,Vascular Plant,Pacific Hound's Tongue,Least concern,233
Yellowstone,Cynoglossum occidentale,Vascular Plant,Western Hound's Tongue,Least concern,234
Yellowstone,Cynoglossum officinale,Vascular Plant,Gypsyflower,Least concern,488
Yellowstone,Cynoglossum virginianum,Vascular Plant,Wild Comfrey,Least concern,236
Yellowstone,Cynosurus cristatus,Vascular Plant,Crested Dogstailgrass,Least concern,275
Yellowstone,Cynosurus echinatus,Vascular Plant,Bristly Dogstail Grass,Least concern,246
Yellowstone,Cyperus bipartitus,Vascular Plant,Shining Flatsedge,Least concern,245
Yellowstone,Cyperus croceus,Vascular Plant,Round-Headed Umbrella Sedge,Least concern,268
Yellowstone,Cyperus dipsaceus,Vascular Plant,Wright Flatsedge,Least concern,221
Yellowstone,Cyperus echinatus,Vascular Plant,Globe Flatsedge,Least concern,216
Yellowstone,Cyperus eragrostis,Vascular Plant,Tall Flatsedge,Least concern,259
Yellowstone,Cyperus esculentus,Vascular Plant,Chufa Flatsedge,Least concern,525
Yellowstone,Cyperus flavescens,Vascular Plant,Pale Flatsedge,Least concern,260
Yellowstone,Cyperus iria,Vascular Plant,Ricefield Flatsedge,Least concern,243
Yellowstone,Cyperus lancastriensis,Vascular Plant,Many-Flowered Umbrella-Sedge,Least concern,251
Yellowstone,Cyperus lupulinus ssp. lupulinus,Vascular Plant,Great Plains Flatsedge,Least concern,260
Yellowstone,Cyperus polystachyos var. texensis,Vascular Plant,Umbrella-Sedge,Least concern,253
Yellowstone,Cyperus pseudovegetus,Vascular Plant,Marsh Flatsedge,Least concern,243
Yellowstone,Cyperus refractus,Vascular Plant,Reflexed Flatsedge,Least concern,222
Yellowstone,Cyperus retrofractus,Vascular Plant,Rough Flatsedge,Least concern,273
Yellowstone,Cyperus retrorsus,Vascular Plant,Retrorse Flatsedge,Least concern,262
Yellowstone,Cyperus retrorsus var. robustus,Vascular Plant,Pine Barren Flatsedge,Least concern,259
Yellowstone,Cyperus rivularis,Vascular Plant,Riverside Umbrella-Sedge,Least concern,232
Yellowstone,Cyperus rotundus,Vascular Plant,Nutgrass,Least concern,247
Yellowstone,Cyperus setigerus,Vascular Plant,Thin-Fruited Umbrella Sedge,Least concern,246
Yellowstone,Cyperus squarrosus,Vascular Plant,Awned Flat Sedge,Least concern,287
Yellowstone,Cyperus strigosus,Vascular Plant,Straw-Colored Flatsedge,Least concern,233
Yellowstone,Cyprinella galactura,Fish,Whitetail Shiner,Least concern,232
Yellowstone,Cyprinella galacturus,Fish,Whitetail Shiner,Least concern,225
Yellowstone,Cyprinella spiloptera,Fish,Spotfin Shiner,Least concern,227
Yellowstone,Cyprinella spilopterus,Fish,Spotfin Shiner,Least concern,219
Yellowstone,Cyprinella venusta,Fish,Blacktail Shiner,Least concern,214
Yellowstone,Cyprinella venustus,Fish,Blacktail Shiner,Least concern,223
Yellowstone,Cyprinus carpio,Fish,Common Carp,Least concern,258
Yellowstone,Cypripedium acaule,Vascular Plant,Pink Lady's Slipper,Least concern,225
Yellowstone,Cypripedium montanum,Vascular Plant,Mountain Lady's Slipper,Least concern,252
Yellowstone,Cypripedium parviflorum var. pubescens,Vascular Plant,Greater Yellow Lady's Slipper,Least concern,241
Yellowstone,Cypseloides niger,Bird,Black Swift,Species of Concern,194
Yellowstone,Cyrto-hypnum minutulum,Nonvascular Plant,Cyrto-Hypnum Moss,Least concern,241
Yellowstone,Cyrto-hypnum pygmaeum,Nonvascular Plant,Pygmy Cyrto-Hypnum Moss,Least concern,249
Yellowstone,Cystopteris bulbifera,Vascular Plant,Bulblet Fern,Least concern,245
Yellowstone,Cystopteris fragilis,Vascular Plant,Brittle Bladder Fern,Least concern,270
Yellowstone,Cystopteris protrusa,Vascular Plant,Lowland Brittle Fern,Least concern,280
Yellowstone,Cystopteris tennesseensis,Vascular Plant,Tennessee Bladderfern,Least concern,239
Yellowstone,Cytisus scoparius,Vascular Plant,Scotch Broom,Least concern,247
Yellowstone,Dactylis glomerata,Vascular Plant,Orchard Grass,Least concern,483
Yellowstone,Danthonia californica,Vascular Plant,California Oatgrass,Least concern,274
Yellowstone,Danthonia californica var. californica,Vascular Plant,California Wild Oatgrass,Least concern,252
Yellowstone,Danthonia compressa,Vascular Plant,Flattened Oatgrass,Least concern,242
Yellowstone,Danthonia epilis,Vascular Plant,Oat Grass,Least concern,266
Yellowstone,Danthonia intermedia,Vascular Plant,Timber Oatgrass,Least concern,240
Yellowstone,Danthonia sericea,Vascular Plant,Downy Oat Grass,Least concern,218
Yellowstone,Danthonia spicata,Vascular Plant,Poverty Grass,Least concern,491
Yellowstone,Danthonia unispicata,Vascular Plant,Onespike Danthonia,Least concern,271
Yellowstone,Darmera peltata,Vascular Plant,Indian Rhubarb,Least concern,262
Yellowstone,Datisca glomerata,Vascular Plant,Durango Root,Least concern,228
Yellowstone,Datura stramonium,Vascular Plant,Jimson Weed,Least concern,218
Yellowstone,Datura wrightii,Vascular Plant,Sacred Datura,Least concern,249
Yellowstone,Daucus carota,Vascular Plant,Queen Anne's Lace,Least concern,477
Yellowstone,Daucus pusillus,Vascular Plant,American Wild Carrot,Least concern,251
Yellowstone,Decumaria barbara,Vascular Plant,Climbing Hydrangea,Least concern,229
Yellowstone,Delphinium bicolor ssp. bicolor,Vascular Plant,Little Larkspur,Least concern,230
Yellowstone,Delphinium depauperatum,Vascular Plant,Slim Larkspur,Least concern,222
Yellowstone,Delphinium exaltatum,Vascular Plant,Tall Larkspur,Species of Concern,225
Yellowstone,Delphinium glaucum,Vascular Plant,Mountain Larkspur,Least concern,272
Yellowstone,Delphinium gracilentum,Vascular Plant,Pine Forest Larkspur,Least concern,265
Yellowstone,Delphinium hansenii ssp. hansenii,Vascular Plant,Eldorado Larkspur,Least concern,284
Yellowstone,Delphinium nudicaule,Vascular Plant,Red Larkspur,Least concern,261
Yellowstone,Delphinium nuttallianum,Vascular Plant,Low Larkspur,Least concern,268
Yellowstone,Delphinium patens ssp. patens,Vascular Plant,Zigzag Larkspur,Least concern,253
Yellowstone,Delphinium polycladon,Vascular Plant,Marsh Larkspur,Least concern,274
Yellowstone,Delphinium tricorne,Vascular Plant,Dwarf Larkspur,Least concern,218
Yellowstone,Dendragapus fuliginosus,Bird,Sooty Grouse,Least concern,261
Yellowstone,Dendragapus obscurus,Bird,Dusky Grouse,Least concern,235
Yellowstone,Dendroica caerulescens,Bird,Black-Throated Blue Warbler,Least concern,261
Yellowstone,Dendroica castanea,Bird,Bay-Breasted Warbler,Least concern,252
Yellowstone,Dendroica cerulea,Bird,Cerulean Warbler,Least concern,255
Yellowstone,Dendroica coronata,Bird,Yellow-Rumped Warbler,Least concern,253
Yellowstone,Dendroica discolor,Bird,Prairie Warbler,Least concern,280
Yellowstone,Dendroica dominica,Bird,Yellow-Throated Warbler,Least concern,275
Yellowstone,Dendroica fusca,Bird,Blackburnian Warbler,Least concern,239
Yellowstone,Dendroica magnolia,Bird,Magnolia Warbler,Least concern,255
Yellowstone,Dendroica palmarum,Bird,Palm Warbler,Least concern,218
Yellowstone,Dendroica pensylvanica,Bird,Chestnut-Sided Warbler,Least concern,247
Yellowstone,Dendroica petechia,Bird,Yellow Warbler,Least concern,220
Yellowstone,Dendroica pinus,Bird,Pine Warbler,Least concern,284
Yellowstone,Dendroica striata,Bird,Blackpoll Warbler,Least concern,241
Yellowstone,Dendroica tigrina,Bird,Cape May Warbler,Least concern,220
Yellowstone,Dendroica virens,Bird,Black-Throated Green Warbler,Least concern,253
Yellowstone,Dendromecon rigida,Vascular Plant,Tree Poppy,Least concern,255
Yellowstone,Dennstaedtia punctilobula,Vascular Plant,Eastern Hay-Scented Fern,Least concern,262
Yellowstone,Deparia acrostichoides,Vascular Plant,Silvery Glade Fern,Least concern,210
Yellowstone,Deschampsia cespitosa,Vascular Plant,Tufted Hairgrass,Least concern,231
Yellowstone,Deschampsia cespitosa ssp. cespitosa,Vascular Plant,Tufted Hairgrass,Least concern,260
Yellowstone,Deschampsia danthonioides,Vascular Plant,Annual Hairgrass,Least concern,233
Yellowstone,Deschampsia elongata,Vascular Plant,Slender Hairgrass,Least concern,265
Yellowstone,Deschampsia flexuosa,Vascular Plant,Wavy Hairgrass,Least concern,251
Yellowstone,Descurainia californica,Vascular Plant,Sierra Tansymustard,Least concern,208
Yellowstone,Descurainia incana,Vascular Plant,Mountain Tansy Mustard,Least concern,255
Yellowstone,Descurainia pinnata ssp. menziesii,Vascular Plant,Menzies' Tansymustard,Least concern,263
Yellowstone,Descurainia sophia,Vascular Plant,Flaxweed Tansymustard,Least concern,219
Yellowstone,Desmanthus illinoensis,Vascular Plant,Prairie Bundleflower,Least concern,291
Yellowstone,Desmodium canescens,Vascular Plant,Hoary Tick-Treefoil,Least concern,236
Yellowstone,Desmodium ciliare,Vascular Plant,Hairy Small-Leaved Tick-Treefoil,Least concern,265
Yellowstone,Desmodium cuspidatum,Vascular Plant,Tick-Trefoil,Least concern,251
Yellowstone,Desmodium glabellum,Vascular Plant,Dillen Tick-Trefoil,Least concern,246
Yellowstone,Desmodium glutinosum,Vascular Plant,Large Tick-Trefoil,Least concern,255
Yellowstone,Desmodium laevigatum,Vascular Plant,Smooth Tick-Treefoil,Least concern,288
Yellowstone,Desmodium marilandicum,Vascular Plant,Maryland Tick-Treefoil,Least concern,229
Yellowstone,Desmodium nudiflorum,Vascular Plant,Bare-Stemmed Tick-Treefoil,Least concern,253
Yellowstone,Desmodium nuttallii,Vascular Plant,Nuttall Tick-Trefoil,Least concern,222
Yellowstone,Desmodium ochroleucum,Vascular Plant,Cream Ticktrefoil,Least concern,272
Yellowstone,Desmodium paniculatum var. paniculatum,Vascular Plant,Panicledleaf Ticktrefoil,Least concern,206
Yellowstone,Desmodium pauciflorum,Vascular Plant,Fewflower Tick-Trefoil,Least concern,219
Yellowstone,Desmodium perplexum,Vascular Plant,Perplexed Tick-Trefoil,Least concern,257
Yellowstone,Desmodium rotundifolium,Vascular Plant,Prostrate Tick-Treefoil,Least concern,245
Yellowstone,Desmodium viridiflorum,Vascular Plant,Tick-Trefoil,Least concern,255
Yellowstone,Desmognathus conanti,Amphibian,Spotted Dusky Salamander,Least concern,238
Yellowstone,Desmognathus imitator,Amphibian,Imitator Salamander,Least concern,245
Yellowstone,Desmognathus marmoratus,Amphibian,Shovel-Nosed Salamander,Least concern,237
Yellowstone,Desmognathus monticola,Amphibian,Seal Salamander,Least concern,236
Yellowstone,Desmognathus ocoee,Amphibian,Ocoee Salamander,Least concern,239
Yellowstone,Desmognathus quadramaculatus,Amphibian,Black-Bellied Salamander,Least concern,255
Yellowstone,Desmognathus santeetlah,Amphibian,Santeetlah Dusky Salamander,Least concern,254
Yellowstone,Desmognathus wrighti,Amphibian,Pigmy Salamander,Species of Concern,201
Yellowstone,Diadophis punctatus,Reptile,Ringneck Snake,Species of Concern,245
Yellowstone,Diadophis punctatus edwardsii,Reptile,Northern Ringneck Snake,Least concern,255
Yellowstone,Dianthus armeria,Vascular Plant,Deptford Pink,Least concern,473
Yellowstone,Dianthus barbatus,Vascular Plant,Sweet William,Least concern,499
Yellowstone,Diarrhena americana,Vascular Plant,American Beakgrain,Least concern,236
Yellowstone,Dicentra canadensis,Vascular Plant,Squirrel Corn,Least concern,243
Yellowstone,Dicentra chrysantha,Vascular Plant,Golden Eardrops,Least concern,253
Yellowstone,Dicentra cucullaria,Vascular Plant,Dutchman's Breeches,Least concern,252
Yellowstone,Dicentra eximia,Vascular Plant,Bleeding Heart,Least concern,263
Yellowstone,Dicentra formosa,Vascular Plant,Pacific Bleeding Heart,Least concern,248
Yellowstone,Dicentra pauciflora,Vascular Plant,Shorthorn Steer's-Head,Least concern,232
Yellowstone,Dicentra uniflora,Vascular Plant,Longhorn Steer's-Head,Least concern,245
Yellowstone,Dichanthelium acuminatum,Vascular Plant,Hotsprings Panicum,Least concern,235
Yellowstone,Dichanthelium acuminatum var. acuminatum,Vascular Plant,Tapered Rosette Grass,Species of Concern,225
Yellowstone,Dichanthelium acuminatum var. fasciculatum,Vascular Plant,Woolly Panic Grass,Least concern,257
Yellowstone,Dichanthelium acuminatum var. lindheimeri,Vascular Plant,Lindheimer Panicgrass,Least concern,259
Yellowstone,Dichanthelium boscii,Vascular Plant,Bosc's Witchgrass,Least concern,262
Yellowstone,Dichanthelium clandestinum,Vascular Plant,Deer-Tongue Witchgrass,Least concern,249
Yellowstone,Dichanthelium commutatum,Vascular Plant,Common Panic Grass,Least concern,230
Yellowstone,Dichanthelium depauperatum,Vascular Plant,Green Panic-Grass,Least concern,255
Yellowstone,Dichanthelium dichotomum var. dichotomum,Vascular Plant,Small Panic Grass,Least concern,242
Yellowstone,Dichanthelium dichotomum var. ensifolium,Vascular Plant,Cypress Panicgrass,Least concern,237
Yellowstone,Dichanthelium latifolium,Vascular Plant,Broad-Leaved Panic Grass,Least concern,242
Yellowstone,Dichanthelium laxiflorum,Vascular Plant,Lax-Flower Witchgrass,Least concern,239
Yellowstone,Dichanthelium linearifolium,Vascular Plant,Panic Grass,Least concern,242
Yellowstone,Dichanthelium longiligulatum,Vascular Plant,Coastal-Plain Witchgrass,Least concern,220
Yellowstone,Dichanthelium meridionale,Vascular Plant,Southern Panic Grass,Least concern,226
Yellowstone,Dichanthelium sabulorum var. thinium,Vascular Plant,Small Panic Grass,Least concern,223
Yellowstone,Dichanthelium scabriusculum,Vascular Plant,Panic Grass,Least concern,257
Yellowstone,Dichanthelium scoparium,Vascular Plant,Broom Panic Grass,Least concern,194
Yellowstone,Dichanthelium sphaerocarpon,Vascular Plant,Roundfruit Panic Grass,Least concern,234
Yellowstone,Dichanthelium sphaerocarpon var. isophyllum,Vascular Plant,Panic Grass,Least concern,259
Yellowstone,Dichanthelium sphaerocarpon var. sphaerocarpon,Vascular Plant,Panic Grass,Least concern,236
Yellowstone,Dichanthelium villosissimum var. villosissimum,Vascular Plant,Panic Grass,Least concern,254
Yellowstone,Dichelostemma capitatum ssp. capitatum,Vascular Plant,Bluedick,Least concern,252
Yellowstone,Dichelostemma multiflorum,Vascular Plant,Roundtooth Snakelily,Least concern,252
Yellowstone,Dichelostemma volubile,Vascular Plant,Twining Snakelily,Least concern,206
Yellowstone,Dichodontium pellucidum,Nonvascular Plant,Moss,Least concern,266
Yellowstone,Dicranella heteromalla,Nonvascular Plant,Dicranella Moss,Least concern,229
Yellowstone,Dicranella rufescens,Nonvascular Plant,Dicranella Moss,Least concern,255
Yellowstone,Dicranella varia,Nonvascular Plant,Dicranella Moss,Least concern,241
Yellowstone,Dicranodontium asperulum,Nonvascular Plant,Dicranodontium Moss,Least concern,279
Yellowstone,Dicranodontium denudatum,Nonvascular Plant,Denuded Dicranodontium Moss,Least concern,249
Yellowstone,Dicranum condensatum,Nonvascular Plant,Condensed Dicranum Moss,Least concern,235
Yellowstone,Dicranum flagellare,Nonvascular Plant,Dicranum Moss,Least concern,264
Yellowstone,Dicranum fulvum,Nonvascular Plant,Dicranum Moss,Least concern,267
Yellowstone,Dicranum fuscescens,Nonvascular Plant,Dicranum Moss,Least concern,227
Yellowstone,Dicranum montanum,Nonvascular Plant,Montane Dicranum Moss,Least concern,242
Yellowstone,Dicranum polysetum,Nonvascular Plant,Dicranum Moss,Least concern,272
Yellowstone,Dicranum scoparium,Nonvascular Plant,Dicranum Moss,Least concern,249
Yellowstone,Dicranum spurium,Nonvascular Plant,Dicranum Moss,Least concern,248
Yellowstone,Dicranum undulatum,Nonvascular Plant,Bog Broom-Moss,Least concern,238
Yellowstone,Dicranum viride,Nonvascular Plant,Dicranum Moss,Least concern,252
Yellowstone,Didelphis virginiana,Mammal,Virginia Opossum,Least concern,465
Yellowstone,Didymodon fallax,Nonvascular Plant,Didymodon Moss,Least concern,245
Yellowstone,Didymodon fallax var. reflexus,Nonvascular Plant,Didymodon Moss,Least concern,208
Yellowstone,Didymodon rigidulus,Nonvascular Plant,Rigid Didymodon Moss,Least concern,232
Yellowstone,Diervilla lonicera,Vascular Plant,Northern Bush-Honey-Suckle,Least concern,246
Yellowstone,Diervilla sessilifolia,Vascular Plant,Sessile-Leaved Bush-Honey-Suckle,Least concern,231
Yellowstone,Digitalis purpurea,Vascular Plant,Fox-Glove,Least concern,503
Yellowstone,Digitaria ciliaris,Vascular Plant,Southern Crabgrass,Least concern,233
Yellowstone,Digitaria filiformis,Vascular Plant,Crabgrass,Least concern,274
Yellowstone,Digitaria ischaemum,Vascular Plant,Smooth Crabgrass,Least concern,498
Yellowstone,Digitaria sanguinalis,Vascular Plant,Crabgrass,Least concern,489
Yellowstone,Digitaria violascens,Vascular Plant,Violet Crabgrass,Least concern,270
Yellowstone,Diodia teres,Vascular Plant,Rough Buttonweed,Least concern,266
Yellowstone,Diodia virginiana,Vascular Plant,Larger Button-Weed,Least concern,243
Yellowstone,Dioscorea oppositifolia,Vascular Plant,Chinese Yam,Least concern,230
Yellowstone,Dioscorea quaternata,Vascular Plant,Wild Yam,Least concern,201
Yellowstone,Dioscorea villosa,Vascular Plant,Wild Yam,Least concern,242
Yellowstone,Diospyros virginiana,Vascular Plant,Persimmon,Least concern,238
Yellowstone,Diphylleia cymosa,Vascular Plant,Umbrella Leaf,Least concern,257
Yellowstone,Diphyscium cumberlandianum,Nonvascular Plant,Cumberland Diphyscium Moss,Least concern,250
Yellowstone,Diphyscium foliosum,Nonvascular Plant,Diphyscium Moss,Least concern,239
Yellowstone,Diplazium pycnocarpon,Vascular Plant,Glade Fern,Least concern,270
Yellowstone,Dipsacus fullonum,Vascular Plant,Teasel,Least concern,495
Yellowstone,Dirca palustris,Vascular Plant,Eastern Leatherwood,Least concern,236
Yellowstone,Disporum hookeri,Vascular Plant,Drops Of Gold,Least concern,242
Yellowstone,Distichlis spicata,Vascular Plant,Desert Saltgrass,Least concern,241
Yellowstone,Ditrichum lineare,Nonvascular Plant,Ditrichum Moss,Least concern,255
Yellowstone,Ditrichum pallidum,Nonvascular Plant,Pale Ditrichum Moss,Least concern,267
Yellowstone,Ditrichum pusillum,Nonvascular Plant,Ditrichum Moss,Least concern,235
Yellowstone,Ditrichum rhynchostegium,Nonvascular Plant,Ditrichum Moss,Least concern,232
Yellowstone,Dodecatheon alpinum,Vascular Plant,Alpine Shootingstar,Least concern,206
Yellowstone,Dodecatheon conjugens,Vascular Plant,Bonneville Shootingstar,Least concern,240
Yellowstone,Dodecatheon hendersonii,Vascular Plant,Mosquito Bills,Least concern,268
Yellowstone,Dodecatheon jeffreyi,Vascular Plant,Sierrra Shootingstar,Least concern,225
Yellowstone,Dodecatheon meadia,Vascular Plant,Blazing Star,Least concern,269
Yellowstone,Dodecatheon pulchellum var. pulchellum,Vascular Plant,Beautiful Shooting Star,Least concern,254
Yellowstone,Dodecatheon subalpinum,Vascular Plant,Sierra Shootingstar,Least concern,206
Yellowstone,Doellingeria infirma,Vascular Plant,Cornel-Leaf Whitetop,Least concern,262
Yellowstone,Doellingeria umbellata var. umbellata,Vascular Plant,Parasol Whitetop,Least concern,220
Yellowstone,Dolichonyx oryzivorus,Bird,Bobolink,Least concern,256
Yellowstone,Dorosoma cepedianum,Fish,Gizzard Shad,Least concern,267
Yellowstone,Douglasia montana,Vascular Plant,Rocky Mountain Dwarf-Primrose,Least concern,236
Yellowstone,Downingia montana,Vascular Plant,Sierra Calicoflower,Least concern,259
Yellowstone,Draba albertina,Vascular Plant,Arc Dome Draba,Least concern,239
Yellowstone,Draba aurea,Vascular Plant,Golden Draba,Least concern,242
Yellowstone,Draba borealis,Vascular Plant,Boreal Draba,Least concern,248
Yellowstone,Draba brachycarpa,Vascular Plant,Short-Fruited Whitlow Grass,Least concern,266
Yellowstone,Draba breweri,Vascular Plant,Cushion Draba,Least concern,238
Yellowstone,Draba crassa,Vascular Plant,Thickleaf Draba,Least concern,248
Yellowstone,Draba crassifolia,Vascular Plant,Rocky Mountain Draba,Least concern,268
Yellowstone,Draba densifolia,Vascular Plant,Denseleaf Draba,Least concern,269
Yellowstone,Draba globosa,Vascular Plant,Beavertip Draba,Least concern,269
Yellowstone,Draba incerta,Vascular Plant,Yellowstone Draba,Least concern,238
Yellowstone,Draba lemmonii var. lemmonii,Vascular Plant,Granite Draba,Least concern,257
Yellowstone,Draba lonchocarpa var. lonchocarpa,Vascular Plant,Lancepod Draba,Least concern,232
Yellowstone,Draba nemorosa,Vascular Plant,Woodland Draba,Least concern,225
Yellowstone,Draba oligosperma,Vascular Plant,Fewseed Draba,Least concern,234
Yellowstone,Draba paysonii var. paysonii,Vascular Plant,Payson's Draba,Least concern,219
Yellowstone,Draba paysonii var. treleasii,Vascular Plant,Trelease's Draba,Least concern,247
Yellowstone,Draba praealta,Vascular Plant,Tall Draba,Least concern,272
Yellowstone,Draba ramosissima,Vascular Plant,Branched Whitlow Grass,Least concern,232
Yellowstone,Draba reptans,Vascular Plant,Carolina Draba,Least concern,253
Yellowstone,Draba ventosa,Vascular Plant,Wind Draba,Least concern,240
Yellowstone,Draba verna,Vascular Plant,Whitlow Grass,Least concern,485
Yellowstone,Dracocephalum parviflorum,Vascular Plant,American Dragonhead,Least concern,316
Yellowstone,Dracocephalum thymiflorum,Vascular Plant,Thymeleaf Dragonhead,Least concern,297
Yellowstone,Draperia systyla,Vascular Plant,Violet Draperia,Least concern,262
Yellowstone,Drosera anglica,Vascular Plant,English Sundew,Least concern,257
Yellowstone,Drosera rotundifolia,Vascular Plant,Roundleaf Sundew,Least concern,541
Yellowstone,Drummondia prorepens,Nonvascular Plant,Drummond Moss,Least concern,236
Yellowstone,Dryocopus pileatus,Bird,Pileated Woodpecker,Species of Concern,237
Yellowstone,Dryopteris X separabilis,Vascular Plant,Hybrid Wood Fern,Least concern,275
Yellowstone,Dryopteris arguta,Vascular Plant,Coastal Woodfern,Least concern,249
Yellowstone,Dryopteris campyloptera,Vascular Plant,Mountain Wood Fern,Least concern,244
Yellowstone,Dryopteris celsa,Vascular Plant,Log Fern,Least concern,234
Yellowstone,Dryopteris cristata,Vascular Plant,Crested Shield-Fern,Least concern,284
Yellowstone,Dryopteris expansa,Vascular Plant,Spreading Woodfern,Least concern,246
Yellowstone,Dryopteris filix-mas,Vascular Plant,Male Fern,Least concern,279
Yellowstone,Dryopteris goldiana,Vascular Plant,Goldie Woodfern,Least concern,248
Yellowstone,Dryopteris intermedia,Vascular Plant,Evergreen Woodfern,Least concern,254
Yellowstone,Dryopteris marginalis,Vascular Plant,Marginal Wood Fern,Least concern,284
Yellowstone,Duchesnea indica,Vascular Plant,Barren Strawberry,Least concern,245
Yellowstone,Dudleya cymosa ssp. cymosa,Vascular Plant,Canyon Liveforever,Least concern,304
Yellowstone,Dulichium arundinaceum,Vascular Plant,Three-Way Sedge,Least concern,515
Yellowstone,Dumetella carolinensis,Bird,Gray Catbird,Least concern,464
Yellowstone,Echinochloa colona,Vascular Plant,Barnyard Grass,Least concern,232
Yellowstone,Echinochloa crus-galli,Vascular Plant,Barnyard Grass,Least concern,489
Yellowstone,Echinochloa muricata var. muricata,Vascular Plant,Barnyard Grass,Least concern,268
Yellowstone,Echium vulgare,Vascular Plant,Blueweed,Least concern,228
Yellowstone,Eclipta prostrata,Vascular Plant,Eclipta,Least concern,253
Yellowstone,Ectopistes migratorius,Bird,Passenger Pigeon,Least concern,230
Yellowstone,Egretta caerulea,Bird,Little Blue Heron,Least concern,260
Yellowstone,Egretta thula,Bird,Snowy Egret,Least concern,244
Yellowstone,Egretta tricolor,Bird,Tricolored Heron,Least concern,248
Yellowstone,Elaeagnus angustifolia,Vascular Plant,Russian Olive,Least concern,259
Yellowstone,Elaeagnus commutata,Vascular Plant,Silverberry,Least concern,242
Yellowstone,Elaeagnus umbellata,Vascular Plant,Autumn Olive,Least concern,237
Yellowstone,Elanoides forficatus,Bird,American Swallow-Tailed Kite,Species of Concern,229
Yellowstone,Elanus leucurus,Bird,White-Tailed Kite,Species of Concern,214
Yellowstone,Elaphe guttata guttata,Reptile,Corn Snake,Least concern,270
Yellowstone,Elaphe obsoleta obsoleta,Reptile,Black Rat Snake,Least concern,232
Yellowstone,Elatine rubella,Vascular Plant,Southwestern Waterwort,Least concern,239
Yellowstone,Eleocharis,Vascular Plant,Spikerush,Least concern,212
Yellowstone,Eleocharis acicularis,Vascular Plant,Needle Sedge,Least concern,501
Yellowstone,Eleocharis acicularis var. acicularis,Vascular Plant,Needle Spikerush,Least concern,241
Yellowstone,Eleocharis bolanderi,Vascular Plant,Bolander's Spikerush,Least concern,229
Yellowstone,Eleocharis decumbens,Vascular Plant,Decumbent Spikerush,Least concern,239
Yellowstone,Eleocharis flavescens var. thermalis,Vascular Plant,Yellow Spikerush,Least concern,240
Yellowstone,Eleocharis macrostachya,Vascular Plant,Pale Spikerush,Least concern,246
Yellowstone,Eleocharis microcarpa,Vascular Plant,Smallfruit Spikerush,Least concern,216
Yellowstone,Eleocharis obtusa,Vascular Plant,Blunt Spike-Rush,Least concern,271
Yellowstone,Eleocharis palustris,Vascular Plant,Spike-Rush,Least concern,518
Yellowstone,Eleocharis parishii,Vascular Plant,Parish Spikerush,Least concern,271
Yellowstone,Eleocharis quadrangulata,Vascular Plant,Squarestem Spikerush,Least concern,243
Yellowstone,Eleocharis quinqueflora,Vascular Plant,Fewflower Spikerush,Least concern,243
Yellowstone,Eleocharis rostellata,Vascular Plant,Beaked Spikerush,Least concern,249
Yellowstone,Eleocharis tenuis var. verrucosa,Vascular Plant,Slender Spikerush,Least concern,291
Yellowstone,Eleocharis tuberculosa,Vascular Plant,Cone-Cup Spikerush,Least concern,252
Yellowstone,Elephantopus carolinianus,Vascular Plant,Carolina Elephant-Foot,Least concern,222
Yellowstone,Elephantopus tomentosus,Vascular Plant,Hairy Tobaccoweed,Least concern,267
Yellowstone,Eleusine indica,Vascular Plant,India Goosegrass,Least concern,253
Yellowstone,Elgaria coerulea palmeri,Reptile,Sierra,Least concern,269
Yellowstone,Elgaria multicarinata webbii,Reptile,San Diego,Least concern,232
Yellowstone,Ellisia nyctelea,Vascular Plant,Aunt Lucy,Least concern,190
Yellowstone,Elodea canadensis,Vascular Plant,Broad Waterweed,Least concern,222
Yellowstone,Elodea nuttallii,Vascular Plant,Western Waterweed,Least concern,503
Yellowstone,Elsholtzia ciliata,Vascular Plant,Crested Latesummer Mint,Least concern,255
Yellowstone,Elymus canadensis var. canadensis,Vascular Plant,Canada Wildrye,Least concern,243
Yellowstone,Elymus elymoides ssp. californicus,Vascular Plant,Squirreltail,Least concern,239
Yellowstone,Elymus elymoides ssp. elymoides,Vascular Plant,Bottlebrush Squirreltail,Least concern,208
Yellowstone,Elymus glaucus,Vascular Plant,Blue Wild Rye,Least concern,246
Yellowstone,Elymus glaucus ssp. glaucus,Vascular Plant,Blue Wild Rye,Least concern,236
